TCP speed;;;;;;Joint Angles;;;;;;
x;y;z;rx;ry;rz;q0;q1;q2;q3;q4;q5;
0.469784;-1.05516;0.706646;-2.83668;-1.26296;-6.36872e-10;-1.15192;-1.9198;-1.69008;-1.25368;1.57;1.57;
0.46386;-1.04185;0.729783;-2.82822;-1.2592;-6.34974e-10;-1.15192;-1.9198;-1.67759;-1.24119;1.57;1.57;
0.457769;-1.02817;0.752541;-2.81995;-1.25551;-6.33116e-10;-1.15192;-1.9198;-1.66514;-1.22874;1.57;1.57;
0.451515;-1.01413;0.774915;-2.81185;-1.25191;-6.31299e-10;-1.15192;-1.9198;-1.65273;-1.21633;1.57;1.57;
0.445103;-0.999726;0.796902;-2.80393;-1.24838;-6.2952e-10;-1.15192;-1.9198;-1.64036;-1.20396;1.57;1.57;
0.438537;-0.984978;0.818497;-2.79618;-1.24493;-6.27779e-10;-1.15192;-1.9198;-1.62802;-1.19162;1.57;1.57;
0.43182;-0.96989;0.839697;-2.78859;-1.24155;-6.26075e-10;-1.15192;-1.9198;-1.61572;-1.17932;1.57;1.57;
0.43182;-0.96989;0.839697;-2.78859;-1.24155;-6.26075e-10;-1.15192;-1.9198;-1.61572;-1.17932;1.57;1.57;
0.424955;-0.954473;0.860498;-2.78116;-1.23824;-6.24408e-10;-1.15192;-1.9198;-1.60345;-1.16705;1.57;1.57;
0.417948;-0.938733;0.880898;-2.77389;-1.23501;-6.22776e-10;-1.15192;-1.9198;-1.59122;-1.15482;1.57;1.57;
0.410801;-0.92268;0.900892;-2.76678;-1.23184;-6.2118e-10;-1.15192;-1.9198;-1.57902;-1.14262;1.57;1.57;
0.403518;-0.906322;0.920478;-2.75982;-1.22874;-6.19617e-10;-1.15192;-1.9198;-1.56685;-1.13045;1.57;1.57;
0.396102;-0.889667;0.939653;-2.75302;-1.22571;-6.18089e-10;-1.15192;-1.9198;-1.55471;-1.11831;1.57;1.57;
0.388559;-0.872724;0.958413;-2.74635;-1.22275;-6.16593e-10;-1.15192;-1.9198;-1.54261;-1.10621;1.57;1.57;
0.38089;-0.8555;0.976757;-2.73984;-1.21984;-6.1513e-10;-1.15192;-1.9198;-1.53053;-1.09413;1.57;1.57;
0.3731;-0.838004;0.994681;-2.73346;-1.21701;-6.13699e-10;-1.15192;-1.9198;-1.51849;-1.08209;1.57;1.57;
0.365193;-0.820243;1.01218;-2.72723;-1.21423;-6.12299e-10;-1.15192;-1.9198;-1.50647;-1.07007;1.57;1.57;
0.357171;-0.802226;1.02926;-2.72113;-1.21151;-6.10929e-10;-1.15192;-1.9198;-1.49448;-1.05808;1.57;1.57;
0.335863;-0.754367;1.00468;-2.61019;-1.16212;-5.86023e-10;-1.15192;-1.9198;-1.48305;-1.04665;1.57;1.57;
0.31091;-0.698321;0.963629;-2.46402;-1.09705;-5.53206e-10;-1.15192;-1.9198;-1.47227;-1.03587;1.57;1.57;
0.286921;-0.644441;0.919696;-2.31786;-1.03197;-5.2039e-10;-1.15192;-1.9198;-1.46212;-1.02572;1.57;1.57;
0.263871;-0.592669;0.873118;-2.17169;-0.966891;-4.87573e-10;-1.15192;-1.9198;-1.45261;-1.01621;1.57;1.57;
0.241729;-0.542937;0.824124;-2.02552;-0.901814;-4.54757e-10;-1.15192;-1.9198;-1.44374;-1.00734;1.57;1.57;
0.220458;-0.49516;0.772933;-1.87936;-0.836736;-4.2194e-10;-1.15192;-1.9198;-1.43551;-0.99911;1.57;1.57;
0.200013;-0.44924;0.719755;-1.73319;-0.771659;-3.89124e-10;-1.15192;-1.9198;-1.42792;-0.991521;1.57;1.57;
0.180346;-0.405068;0.664789;-1.58702;-0.706581;-3.56307e-10;-1.15192;-1.9198;-1.42097;-0.984572;1.57;1.57;
0.161405;-0.362525;0.608223;-1.44085;-0.641504;-3.23491e-10;-1.15192;-1.9198;-1.41466;-0.978264;1.57;1.57;
0.143132;-0.321482;0.550241;-1.29469;-0.576427;-2.90674e-10;-1.15192;-1.9198;-1.40899;-0.972595;1.57;1.57;
0.125466;-0.281803;0.491013;-1.14852;-0.511349;-2.57858e-10;-1.15192;-1.9198;-1.40397;-0.967566;1.57;1.57;
0.108342;-0.243343;0.430705;-1.00235;-0.446272;-2.25041e-10;-1.15192;-1.9198;-1.39958;-0.963177;1.57;1.57;
0.0916949;-0.205952;0.369475;-0.856183;-0.381194;-1.92224e-10;-1.15192;-1.9198;-1.39583;-0.959428;1.57;1.57;
0.0754544;-0.169475;0.307475;-0.710015;-0.316117;-1.59408e-10;-1.15192;-1.9198;-1.39272;-0.956319;1.57;1.57;
0.0595497;-0.133752;0.244851;-0.563848;-0.251039;-1.26591e-10;-1.15192;-1.9198;-1.39025;-0.953851;1.57;1.57;
0.0595497;-0.133752;0.244851;-0.563848;-0.251039;-1.26591e-10;-1.15192;-1.9198;-1.39025;-0.953851;1.57;1.57;
0.0595497;-0.133752;0.244851;-0.563848;-0.251039;-1.26591e-10;-1.15192;-1.9198;-1.39025;-0.953851;1.57;1.57;
0.0284559;-0.0639136;0.118299;-0.271513;-0.120884;-6.09583e-11;-1.15192;-1.9198;-1.38723;-0.950833;1.57;1.57;
0.0131184;-0.0294646;0.0546466;-0.125345;-0.055807;-2.81417e-11;-1.15192;-1.9198;-1.38668;-0.950284;1.57;1.57;
0.0131184;-0.0294646;0.0546466;-0.125345;-0.055807;-2.81417e-11;-1.15192;-1.9198;-1.38668;-0.950284;1.57;1.57;
